year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
1990,8,18,6,TW,DSM,STL,1,0,6,69
2007,2,22,4,DL,ATL,BOS,2,14,17,153
2008,2,1,5,B6,JFK,MCO,2,249,271,202
2002,7,19,5,AA,DFW,JFK,2,1,18,235
2007,1,4,4,OH,CVG,DTW,1,0,1,75
1992,3,9,1,WN,PHX,ONT,3,0,2,67
1998,4,30,4,UA,HPN,ORD,3,12,8,136
1990,2,18,7,US,LAX,OAK,3,5,7,74
1992,7,14,2,US,BOS,CMH,3,66,78,137
1996,6,19,3,UA,SFO,LAS,2,0,1,84
1987,11,13,5,EA,TPA,LGA,3,56,44,125
2006,10,27,5,MQ,ORD,MSN,2,104,97,38
2005,10,30,7,FL,IND,ATL,3,9,2,83
1991,2,3,7,US,FLL,PHL,3,2,3,157
1998,7,31,5,TW,STL,TYS,2,0,0,87
1990,9,24,1,US,SAN,LAS,2,21,22,59
1990,8,21,2,UA,SFO,DEN,3,0,2,144
2003,3,15,6,OO,PHX,SLC,2,0,11,105
1988,11,4,5,AS,BUR,OAK,1,45,48,73
2006,6,16,5,UA,ORD,PHL,3,0,25,155
1991,10,15,2,US,BWI,SYR,3,1,9,73
2001,5,16,3,US,ALB,PIT,1,0,3,85
1998,12,27,7,US,LGA,RIC,2,6,0,73
1994,4,7,4,DL,SAN,LAX,1,0,3,44
1992,3,21,6,US,MKE,CLT,3,22,5,93
1997,12,24,3,DL,DFW,ELP,3,1,0,104
1988,9,4,7,PI,DFW,CLT,1,4,9,137
1999,10,28,4,DL,SAT,ATL,2,46,59,143
1993,9,5,7,WN,DAL,ABQ,1,0,2,97
1989,7,14,5,DL,ATL,ORD,2,8,20,123
1999,10,14,4,AS,SEA,JNU,3,8,53,183
1999,8,20,5,HP,PHX,SEA,2,17,28,175
1990,4,21,6,AA,DFW,MIA,3,8,16,173
1991,10,22,2,AA,SJC,SNA,2,0,2,81
2000,4,9,7,CO,IAH,SNA,2,23,18,210
2000,2,27,7,US,PHL,MCO,2,5,7,151
1993,1,11,1,AS,SEA,PDX,2,0,1,47
2005,12,27,2,HP,RDU,PHX,2,17,5,284
1995,11,16,4,WN,STL,BWI,2,0,0,120
1998,6,19,5,CO,IAH,MAF,2,4,6,85
1998,10,2,5,US,DFW,CLT,2,8,32,171
1997,1,17,5,UA,DEN,BOI,3,0,5,120
1992,1,26,7,AA,DFW,DAY,2,2,10,137
1994,3,26,6,DL,LAX,LAS,2,1,0,59
1997,9,17,3,HP,LAS,PHX,2,0,1,64
1992,12,16,3,HP,IAH,LAS,0,0,10,198
1988,8,4,4,EA,DCA,LGA,2,0,12,72
1998,8,17,1,WN,MCO,BWI,3,0,2,132
1992,3,4,3,TW,STL,BOS,1,0,6,154
1989,12,29,5,AS,SEA,ANC,1,0,30,240
2008,10,30,4,CO,AUS,EWR,1,1,8,228
1992,1,12,7,CO,DEN,ABQ,2,133,204,158
1995,6,9,5,WN,DAL,TUL,3,12,10,48
2007,6,2,6,OH,DCA,BOS,2,0,5,95
1999,12,17,5,AA,AUS,ORD,2,37,26,144
1992,4,2,4,US,CLT,ILM,2,14,11,49
1997,3,18,2,TW,MCO,STL,3,150,151,154
1989,5,20,6,WN,PHX,TUL,2,5,7,127
1995,5,6,6,US,FLL,BDL,2,7,11,187
1997,2,12,3,TW,STL,SMF,1,0,25,292
1998,7,16,4,CO,LAX,EWR,3,0,30,327
2004,8,2,1,OH,DCA,JAX,2,25,30,123
2000,2,23,3,DL,ATL,JAX,2,7,8,70
2005,6,7,2,AS,GEG,SEA,3,28,20,53
2004,11,23,2,XE,DAL,IAH,2,368,361,63
2004,7,7,3,NW,MSP,MDW,2,66,55,78
1996,8,8,4,US,DCA,BOS,2,0,0,86
1992,9,27,7,DL,ATL,MGM,2,14,24,53
2006,5,13,6,OO,PHX,LAX,3,6,5,78
2003,7,12,6,UA,ORD,LAS,1,12,7,218
1998,2,5,4,WN,OKC,MCI,3,52,51,59
1989,7,26,3,WN,PHX,LAX,1,0,3,83
1991,8,16,5,UA,ORF,ORD,1,20,13,120
1988,4,1,5,DL,LBB,ABQ,1,5,46,97
1990,9,7,5,US,EWR,PIT,2,6,1,80
1990,11,8,4,TW,ORD,MSP,3,0,1,80
2004,7,21,3,WN,LAS,MDW,3,80,60,190
1996,2,17,6,UA,LAX,BOS,2,66,56,307
2008,11,21,5,HA,HNL,OGG,2,6,5,36
2007,2,19,1,WN,DEN,LAS,2,144,137,113
1996,9,29,7,WN,SEA,GEG,1,0,0,50
2000,4,27,4,US,CLT,SRQ,1,172,187,113
1997,7,23,3,DL,LGA,DCA,2,0,14,73
1991,10,25,5,AA,OKC,ORD,1,72,76,129
1996,4,10,3,DL,BTR,JAN,2,0,3,40
1988,11,1,2,US,PIT,BGM,3,7,9,53
1994,1,7,5,WN,HOU,DAL,2,0,0,50
2005,12,9,5,DL,LGA,BOS,1,38,156,183
2007,3,1,4,EV,ILM,ATL,2,50,78,117
1990,7,16,1,US,ATL,CLT,3,3,8,69
1991,8,9,5,CO,CLE,LAX,1,0,6,298
2008,8,29,5,OO,DFW,CVG,3,15,15,136
1995,1,27,5,WN,LAS,ELP,3,0,0,90
1988,6,7,2,TW,STL,TPA,1,9,19,148
2005,9,15,4,OH,CAK,CVG,2,0,1,66
2007,2,22,4,MQ,SJC,SAN,1,0,3,83
1998,4,1,3,DL,JAN,ATL,3,0,15,88
2001,1,11,4,AA,MIA,DFW,3,0,0,189
2000,11,19,7,UA,LAS,DEN,2,11,9,101
2005,2,9,3,OO,RNO,SFO,1,0,2,64
1990,10,13,6,DL,LAS,ATL,0,0,3,217
2005,7,14,4,EV,CHA,ATL,2,0,35,87
2000,8,8,2,WN,DTW,MDW,1,0,1,61
1996,10,25,5,UA,JFK,LAX,1,0,0,347
2001,8,23,4,AA,SJC,ORD,2,0,3,249
1995,9,7,4,DL,SAT,ATL,2,2,3,132
2007,11,19,1,OH,ORD,CVG,3,82,82,75
2002,3,19,2,NW,MSP,SNA,1,0,1,227
1996,6,6,4,TW,LIT,STL,2,36,29,62
1996,10,9,3,WN,SAN,ELP,1,0,0,100
2003,7,28,1,US,CLT,IAH,3,73,59,129
2008,8,14,4,US,PHL,SFO,3,25,79,421
2005,2,21,1,OO,ORD,CLE,2,109,105,68
1997,10,22,3,WN,ABQ,PHX,3,0,0,70
1992,8,13,4,US,DFW,AUS,3,18,10,42
1997,3,3,1,WN,ONT,OAK,2,25,21,66
2002,5,17,5,US,DFW,PHL,2,11,6,186
2008,3,20,4,AA,ORD,TUL,3,122,120,108
1995,11,26,7,WN,RNO,SEA,1,5,10,105
1990,7,20,5,AA,LAX,DFW,0,0,14,201
2000,9,15,5,WN,SJC,RNO,2,50,53,58
1998,4,16,4,CO,IAH,AUS,3,17,25,58
2006,8,9,3,WN,HOU,DAL,2,48,47,54
1994,8,11,4,US,TPA,PHL,3,0,0,145
2001,2,21,3,US,BOS,CLT,3,30,28,139
1999,8,10,2,NW,TPA,MSP,3,13,3,204
1987,10,27,2,AA,DFW,CLE,2,0,1,148
1999,8,8,7,NW,MSP,DEN,1,20,12,113
2008,7,16,3,UA,LAX,DEN,2,21,14,133
1994,3,11,5,DL,ATL,BOS,2,9,18,162
2001,6,9,6,AS,SEA,SAN,1,0,15,175
1995,8,21,1,US,ORD,PIT,3,8,16,89
1997,7,3,4,US,PIT,ROC,2,14,8,47
1996,8,28,3,CO,TPA,IAH,3,20,8,117
2008,2,17,7,DL,CLT,ATL,2,10,1,67
1992,7,18,6,NW,MSP,SFO,2,8,11,251
2004,7,20,2,WN,ABQ,PHX,3,45,45,60
1994,8,8,1,DL,DFW,DCA,3,13,12,175
2008,4,24,4,MQ,DSM,ORD,3,0,0,75
2003,10,7,2,B6,JFK,BUF,3,29,19,70
1990,5,16,3,AA,DFW,STL,3,2,18,115
1991,7,1,1,US,PIT,LAS,3,11,33,294
1989,6,7,3,PI,FAY,CLT,2,38,29,38
1997,12,29,1,NW,CLE,MSP,2,92,80,110
1988,3,28,1,UA,DEN,BOI,2,83,71,106
1991,11,15,5,US,FLL,BWI,2,4,3,146
2001,6,23,6,WN,ONT,OAK,1,0,0,65
2000,6,13,2,WN,MDW,BWI,2,57,81,129
2008,11,21,5,EV,HPN,CVG,1,51,23,113
1990,4,28,6,EA,GSO,ATL,2,144,188,114
2005,4,25,1,EV,ATL,LYH,2,0,10,91
2001,1,30,2,WN,MCI,MDW,3,0,0,75
2000,8,20,7,DL,ORD,JFK,2,39,19,135
1996,6,20,4,US,PIT,DTW,2,12,6,52
1991,12,11,3,NW,MEM,SEA,1,7,25,308
1998,5,14,4,WN,BHM,MCO,2,0,17,97
1996,3,14,4,DL,FLL,BDL,2,0,0,173
1996,12,5,4,CO,ATL,CLE,3,4,10,113
2002,8,18,7,AA,IAH,ORD,2,1,1,157
1994,11,28,1,DL,ATL,STL,1,9,3,92
1995,2,3,5,WN,PHX,SJC,3,15,11,106
1989,3,3,5,AA,DFW,SJC,2,59,46,215
1990,2,4,7,US,ORF,PHL,3,70,60,46
1997,2,21,5,UA,CLE,ORD,3,177,248,157
1997,3,11,2,WN,LAX,PHX,2,0,10,75
1995,4,20,4,DL,PFN,ATL,2,17,20,62
1993,9,4,6,AA,FSD,ORD,2,3,7,89
2000,4,19,3,DL,ORD,ATL,2,15,8,120
2004,8,4,3,OO,ORD,SGF,1,30,33,99
1992,11,13,5,DL,ATL,AGS,3,0,15,62
2002,5,13,1,WN,PHX,OAK,1,68,57,114
1996,2,18,7,CO,DFW,IAH,3,0,3,65
2005,9,26,1,WN,LAS,BUR,2,0,0,65
1996,2,9,5,CO,IAH,MSY,1,21,21,60
2005,12,4,7,EV,ATL,PWM,3,61,44,134
1995,12,11,1,WN,DTW,MDW,3,5,6,61
1998,12,20,7,DL,ATL,TPA,2,9,9,84
1992,5,31,7,US,BDL,PHL,3,15,20,68
1992,10,6,2,NW,LGA,MEM,1,3,10,169
1992,7,10,5,DL,OKC,SLC,3,1,3,132
1989,7,19,3,PI,RIC,BWI,1,0,1,42
2002,3,13,3,DL,MOB,ATL,3,20,37,81
2007,3,30,5,NW,MCO,MEM,1,0,6,136
1994,6,5,7,UA,COS,ORD,1,0,2,141
1996,9,24,2,AS,SEA,ANC,3,5,34,240
1992,8,13,4,HP,OAK,PHX,1,0,10,120
1989,3,23,4,WN,BNA,DET,1,20,17,77
1998,11,14,6,AA,DFW,MIA,3,35,16,148
1994,10,20,4,US,FLL,CLT,2,0,10,125
2001,1,5,5,AS,PDX,OAK,3,15,20,98
2003,1,30,4,WN,PDX,GEG,3,0,0,55
1997,7,18,5,WN,DTW,MDW,3,30,28,53
2000,2,25,5,WN,GEG,BOI,2,62,55,48
2005,12,27,2,WN,HOU,STL,3,25,10,95
2001,12,14,5,US,PHL,STL,3,133,137,165
1994,2,25,5,US,MCI,SFO,3,49,43,227
2003,6,11,3,DH,ORD,HPN,2,3,25,147
1999,1,31,7,WN,BUR,OAK,3,0,2,67
1996,2,8,4,WN,SDF,MDW,1,6,10,64
1996,1,15,1,UA,DEN,EWR,1,8,6,212
2004,3,26,5,CO,IAH,CLE,3,87,87,155
1988,2,13,6,TW,STL,MSY,1,48,44,97
1989,2,20,1,EA,MIA,MCO,3,0,0,56
1990,2,19,1,DL,HLN,FCA,0,0,3,47
1992,7,19,7,DL,BDL,ATL,2,3,11,149
2004,1,30,5,OO,SJC,LAX,1,0,10,88
1998,10,10,6,WN,DAL,HOU,3,5,0,50
2006,7,19,3,US,ORD,PHL,2,25,39,141
1987,10,24,6,DL,IAH,ATL,3,0,2,108
2005,7,5,2,AA,BNA,LAX,3,41,51,257
1993,7,22,4,HP,PHX,TUS,1,27,27,40
1988,10,1,6,AA,RDU,BOS,2,0,4,108
1989,11,15,3,UA,ORD,SNA,1,44,29,260
2000,2,13,7,WN,TPA,JAX,1,0,0,45
2007,2,4,7,WN,FLL,MDW,3,28,25,187
1990,5,14,1,CO,IAH,ATL,2,84,73,106
2000,7,1,6,AS,PSG,WRG,3,0,0,18
1993,6,3,4,US,BOS,PIT,1,5,16,115
2005,2,17,4,AA,DFW,LGB,2,12,5,189
2004,9,26,7,DH,IAD,EWR,2,3,4,85
1988,6,30,4,UA,SFO,ORD,0,0,0,238
1999,4,3,6,AA,OAK,DFW,2,86,78,192
1995,1,28,6,DL,ATL,AGS,3,68,78,57
1995,5,24,3,WN,MCI,PHX,2,8,10,162
1987,11,25,3,PI,FLL,JAX,2,3,1,63
1991,6,19,3,PA (1),MIA,TPA,3,0,22,86
1990,11,28,3,CO,SYR,EWR,2,0,65,124
1998,9,2,3,WN,BUR,SMF,2,5,2,67
1996,11,30,6,WN,SJC,ONT,1,10,9,64
1989,4,13,4,AS,SJC,SEA,1,15,20,125
1994,7,4,1,US,MIA,CLT,2,0,11,134
1988,7,7,4,DL,DFW,SFO,1,8,5,208
2007,9,19,3,WN,DAL,HOU,3,0,0,55
2005,10,11,2,WN,OAK,SEA,3,0,0,120
1993,10,31,7,CO,SAN,DEN,2,3,3,133
2005,10,18,2,WN,SJC,ONT,3,10,7,67
2002,12,5,4,MQ,MDT,ORD,2,0,10,135
1994,11,28,1,NW,ABQ,MSP,1,69,48,128
2000,2,19,6,HP,MSP,PHX,1,82,84,214
1996,5,22,3,WN,OAK,ONT,1,0,0,70
1994,10,24,1,WN,LAX,LAS,3,31,28,52
1992,12,19,6,TW,MIA,JFK,2,25,32,192
2004,10,10,7,US,LGA,CLT,2,19,18,111
1991,6,19,3,HP,LAS,LAX,0,8,4,58
2003,8,4,1,FL,TPA,MIA,3,14,14,57
2005,1,17,1,OO,SLC,GEG,3,0,13,116
2003,5,28,3,NW,MSN,DTW,1,18,12,72
2004,7,23,5,UA,SLC,SFO,1,131,122,102
2003,12,18,4,DL,JAX,ATL,2,5,29,97
2007,6,29,5,AS,SEA,BUR,1,19,20,148
2001,5,17,4,WN,LAX,OAK,2,0,0,70
1998,3,24,2,WN,ONT,PHX,2,0,0,65
1998,1,4,7,AS,JNU,ANC,2,51,40,87
1998,4,5,7,NW,DTW,ALB,3,6,6,86
1995,6,18,7,TW,LAS,STL,1,5,1,194
2008,6,30,1,FL,ATL,RSW,2,3,3,94
1996,6,22,6,HP,LGA,CMH,3,0,0,100
1990,1,21,7,US,BOS,BWI,1,32,68,122
2006,7,5,3,NW,IND,DTW,1,4,7,71
1997,12,28,7,UA,DEN,DTW,2,3,15,172
1990,11,24,6,US,PIT,SEA,1,2,32,364
2001,10,26,5,UA,CLT,ORD,1,2,4,121
2000,3,11,6,AA,DFW,IAH,1,4,10,69
1995,2,15,3,DL,SLC,ORD,2,25,2,149
1990,12,3,1,AA,DFW,CLT,2,9,21,154
1996,2,24,6,UA,RNO,DEN,1,8,8,124
1990,6,15,5,UA,SFO,PHX,3,66,62,106
1995,10,29,7,DL,DFW,SMF,2,17,3,199
2001,3,9,5,DL,BUF,CVG,1,0,25,120
2000,9,29,5,US,CLT,ABE,3,36,29,86
1990,4,25,3,DL,DFW,ICT,2,0,0,74
1995,8,23,3,DL,ATL,EWR,1,0,4,137
1999,12,12,7,AA,BOS,DFW,2,0,13,277
1993,3,20,6,WN,STL,IND,2,25,23,53
1988,4,15,5,DL,CAE,ATL,1,0,6,64
2003,11,7,5,OO,IAH,ILE,2,0,22,83
1999,2,18,4,WN,LAX,SJC,3,25,21,61
1990,2,24,6,US,TPA,PIT,3,7,49,174
2003,8,6,3,WN,LIT,HOU,2,0,0,75
2005,7,17,7,AA,LGA,MCI,3,62,41,167
2006,9,19,2,EV,GNV,ATL,2,15,31,95
2001,9,7,5,AS,SEA,OAK,2,7,8,126
1989,11,4,6,EA,BOS,MIA,2,15,11,191
1997,2,3,1,UA,ORD,DTW,1,0,5,70
2002,7,20,6,DL,MEM,ATL,2,0,8,83
1996,6,25,2,US,DCA,GSO,3,27,33,66
2002,4,26,5,AA,MCO,MIA,1,14,12,56
2004,7,7,3,DL,CVG,BHM,3,49,50,77
2006,3,20,1,YV,CHS,CLT,2,25,19,55
1997,2,9,7,AA,DEN,DFW,3,30,29,112
2006,4,25,2,XE,CLE,ERI,3,21,22,46
2002,3,9,6,NW,MSP,LGA,1,92,126,191
2006,5,4,4,EV,LFT,ATL,2,0,12,112
1991,7,1,1,DL,MCO,RSW,2,0,4,48
2002,3,20,3,AA,SFO,DFW,2,46,36,195
2007,7,8,7,CO,SFO,EWR,0,1,11,326
2006,7,13,4,AA,ORD,PHX,3,131,144,233
1993,12,3,5,DL,ATL,HSV,2,2,5,50
2008,12,21,7,AS,SEA,JNU,1,0,0,160
2001,7,24,2,AQ,HNL,OGG,2,0,7,41
1997,1,6,1,TW,CMH,STL,1,0,20,108
1996,9,28,6,UA,ORD,MIA,1,10,14,179
1987,11,24,2,UA,DEN,IAH,2,5,3,124
1989,10,30,1,UA,ORD,CVG,2,7,23,85
1993,5,15,6,AA,DFW,DEN,2,0,5,127
1987,11,26,4,PI,DAY,MCO,1,17,15,115
2007,12,13,4,DL,BOS,MCO,3,92,211,325
2002,5,8,3,MQ,DFW,MSN,3,62,57,125
1998,12,23,3,NW,DTW,BOS,1,14,3,96
2004,5,13,4,HP,PHX,STL,2,0,0,183
1988,2,16,2,NW,DTW,DAY,1,48,46,52
2005,7,21,4,WN,MDW,BUF,3,0,15,125
1990,6,28,4,UA,BOI,SFO,3,26,55,121
2007,1,7,7,WN,LAS,BUR,3,23,18,55
1995,8,11,5,HP,IND,CMH,1,0,0,49
1992,7,16,4,AA,JFK,SEA,1,1,2,357
1996,6,14,5,WN,ABQ,DAL,2,2,10,103
2006,5,26,5,AQ,HNL,ITO,2,32,36,54
1990,7,31,2,UA,SLC,DEN,2,0,0,78
1989,6,17,6,DL,MSY,MCO,3,0,3,92
1997,11,13,4,UA,SFO,LAX,3,56,55,82
2002,5,10,5,WN,JAX,BWI,3,83,78,105
2003,1,14,2,WN,TPA,FLL,3,0,0,55
2005,9,1,4,AS,ANC,PDX,2,23,23,219
1995,5,26,5,NW,OKC,MEM,1,16,38,100
1999,8,21,6,UA,DEN,OMA,2,33,29,73
2008,9,21,7,FL,ATL,TPA,3,7,5,85
2003,5,8,4,FL,ATL,MCO,3,14,17,90
2006,12,16,6,OO,LAX,TUS,3,26,24,81
2004,9,18,6,OH,MLI,CVG,1,224,216,71
1995,4,19,3,US,BWI,CLE,2,23,22,68
1995,5,6,6,AA,IAH,BNA,2,0,0,107
2003,12,14,7,AA,DFW,RSW,2,21,17,148
2000,3,29,3,HP,PHX,ONT,1,16,30,95
2004,11,12,5,OH,CVG,MIA,2,15,15,156
1990,8,17,5,US,PBI,CLE,2,0,9,165
2006,12,7,4,UA,SFO,LAX,3,8,6,87
2005,12,22,4,EV,FAY,ATL,1,9,0,73
2000,8,14,1,NW,BDL,DTW,2,4,14,127
1999,10,22,5,CO,IAH,ABQ,3,59,48,119
1999,11,22,1,US,BDL,PHL,2,0,44,114
2005,10,7,5,MQ,RDU,BDL,2,10,6,91
1997,1,1,3,US,BOS,PIT,2,0,4,107
1998,1,21,3,US,BWI,PIT,1,2,9,63
1998,1,16,5,TW,BDL,STL,1,587,580,169
2008,4,15,2,9E,DTW,PIA,2,43,25,74
2005,7,27,3,HP,PHX,BWI,1,15,27,277
2004,2,7,6,DL,OKC,ATL,1,14,4,107
2007,6,15,5,AA,MIA,LAX,2,21,16,310
2008,3,28,5,NW,DEN,MEM,1,1,7,138
1993,4,16,5,NW,CMH,DTW,2,0,2,56
1992,11,20,5,TW,STL,DAY,2,5,20,94
2005,3,31,4,DL,ATL,SAV,2,87,77,53
1994,8,18,4,US,PIT,ORD,2,27,12,74
1994,7,1,5,AA,DFW,BHM,3,18,10,100
2002,2,19,2,AA,DFW,PHX,2,31,23,157
2003,5,4,7,MQ,ORD,OMA,3,150,154,86
2004,10,4,1,NW,DTW,GRB,3,12,5,65
2008,11,3,1,AA,DFW,FLL,3,42,31,144
1990,10,24,3,US,DCA,CHS,1,1,8,97
1997,12,5,5,DL,ONT,ATL,1,1,5,248
1991,7,29,1,UA,SEA,JFK,2,3,8,317
2005,12,8,4,EV,MLU,ATL,2,132,126,86
1990,9,24,1,HP,RNO,SEA,2,0,3,102
1988,9,14,3,DL,BHM,ATL,3,0,18,61
2006,9,17,7,OO,SBA,SLC,1,26,24,109
1996,2,18,7,CO,BDL,CLE,1,10,6,94
1989,1,3,2,WN,DAL,TUL,1,0,0,50
1998,5,15,5,WN,SJC,PHX,1,0,0,100
1991,10,20,7,WN,SFO,PHX,2,114,114,115
2005,8,29,1,DL,TYS,ATL,3,0,0,59
1988,4,13,3,NW,DTW,PHL,2,0,0,82
1994,12,1,4,DL,DFW,SHV,3,1,5,70
1994,8,15,1,DL,ATL,OMA,1,11,12,139
2001,11,5,1,AS,LAX,PDX,3,21,10,125
2000,5,18,4,AA,JFK,DFW,3,174,351,416
2006,10,29,7,DL,BOS,ATL,1,1,0,172
2008,12,21,7,DL,ATL,CHS,0,7,0,57
1995,8,16,3,AA,MSP,ORD,0,90,147,142
1988,4,6,3,DL,TPA,DFW,2,0,4,150
1989,9,17,7,US,PVD,PHL,2,4,33,97
1997,2,11,2,AS,SAN,PDX,2,33,58,173
1988,1,19,2,CO,IND,IAH,1,1,23,152
1991,1,10,4,CO,LAX,IAH,3,69,67,184
2000,11,9,4,DL,ATL,SLC,0,4,10,241
2007,10,18,4,WN,SEA,OAK,3,18,14,116
2001,5,21,1,UA,ORD,EWR,3,66,70,126
1992,9,14,1,DL,ATL,LGA,3,10,27,134
2008,12,16,2,WN,PHX,ABQ,3,93,86,53
1989,12,15,5,DL,ATL,EWR,1,6,17,136
2006,11,6,1,AA,JFK,SJU,3,4,2,238
2007,3,5,1,DL,ATL,SEA,1,5,15,334
1996,5,18,6,WN,BHM,SDF,2,5,7,62
1993,4,15,4,AA,ORD,ROC,2,118,136,105
2008,12,1,1,B6,IAD,OAK,3,45,27,345
2004,2,2,1,DL,SLC,PHL,1,5,15,259
1987,10,23,5,EA,FLL,TPA,3,4,2,47
2003,5,8,4,NW,SAN,MSP,2,55,28,191
1988,11,5,6,AA,MCI,ORD,1,19,18,83
2008,6,17,2,YV,HNL,LIH,2,0,5,44
2005,11,26,6,WN,BHM,TPA,3,11,7,76
2007,3,30,5,AQ,HNL,LIH,3,0,7,44
1988,8,14,7,UA,SEA,DEN,2,29,28,144
2006,7,5,3,AA,EWR,ORD,1,25,153,267
1993,9,1,3,HP,LAS,LAX,2,0,1,60
2001,8,15,3,HP,PHX,SFO,3,52,84,159
2003,7,1,2,DH,CVG,ATW,3,14,9,86
2005,3,18,5,HP,PHX,OMA,3,1,7,162
2007,12,28,5,FL,ATL,CAK,1,27,22,90
1990,8,15,3,TW,JFK,DTW,3,16,16,122
1989,10,16,1,PA (1),BOS,JFK,1,0,6,75
1990,6,2,6,NW,MSP,BDL,2,50,81,183
1995,7,26,3,WN,LAS,LAX,1,0,17,82
2003,11,2,7,DL,SEA,ATL,2,1,10,281
1988,12,22,4,HP,SJC,LAS,3,107,99,62
2002,3,18,1,DL,MEM,ATL,2,0,2,71
1990,9,4,2,NW,DLH,MSP,2,0,1,48
1996,2,9,5,UA,COS,DEN,1,1,3,41
1989,8,2,3,WN,ELP,LAX,1,0,3,113
1988,10,3,1,AA,BOS,BNA,2,2,8,168
2002,2,15,5,US,PIT,FLL,3,12,10,154
2007,1,1,1,UA,ORD,CVG,3,24,4,61
2007,1,6,6,OH,CVG,MIA,2,9,5,150
1994,7,8,5,DL,ATL,SDF,2,6,33,95
2002,12,3,2,WN,PDX,SJC,2,29,23,99
1990,11,10,6,HP,PHX,JFK,2,72,70,275
2003,12,26,5,UA,DEN,PHX,2,2,9,117
2008,2,18,1,MQ,DAY,ORD,2,62,71,89
2007,7,6,5,CO,IAH,LGA,2,0,162,382
2005,2,16,3,XE,BWI,EWR,3,171,173,67
1997,11,4,2,WN,ONT,PHX,3,0,0,65
1997,5,19,1,CO,EWR,COS,2,3,1,260
1997,7,28,1,UA,SFO,PHX,2,51,63,123
2004,1,19,1,AA,DFW,BHM,3,15,16,101
2002,5,23,4,US,CLT,TPA,3,0,6,103
1996,1,30,2,NW,MSP,PIT,2,0,0,120
1988,6,26,7,CO,BOS,EWR,1,0,0,73
1993,6,28,1,AA,PHL,ORD,1,1,29,152
1996,12,30,1,AA,DFW,HDN,1,23,10,130
2006,8,10,4,OO,SBP,SFO,2,30,38,64
2008,4,12,6,9E,MEM,SDF,2,34,7,57
2007,4,9,1,XE,CLE,MKE,1,9,33,98
1998,11,23,1,CO,EWR,SJU,2,43,12,206
1996,12,12,4,DL,LGA,MCO,2,2,1,159
1995,12,8,5,CO,IAH,SNA,1,3,10,219
2002,10,11,5,AA,FLL,LGA,3,124,151,196
2003,3,4,2,AA,FLL,DFW,1,0,2,198
2002,1,4,5,AA,ELP,ORD,2,10,6,179
1988,3,30,3,EA,BOS,MCI,2,68,56,183
1990,3,24,6,DL,TUL,ATL,1,4,39,136
1989,8,17,4,TW,STL,LAX,2,17,2,207
2001,10,14,7,MQ,LBB,DFW,3,14,9,66
1990,2,15,4,TW,STL,LNK,3,61,57,80
1992,12,19,6,WN,SMF,ONT,2,14,12,68
1998,2,12,4,UA,SFO,DEN,2,5,17,154
2004,9,9,4,WN,SAN,OAK,3,28,25,82
1992,7,14,2,HP,OMA,PHX,3,5,1,152
2001,8,2,4,WN,HOU,TUL,2,32,32,80
1990,9,30,7,DL,ATL,ORD,1,1,4,122
2008,9,1,1,AS,KTN,JNU,3,1,1,60
2007,8,4,6,AA,TPA,SJU,2,31,25,169
1990,4,6,5,US,MYR,RIC,2,18,17,54
2000,11,12,7,DL,SLC,PHX,3,11,0,87
1993,5,12,3,WN,SMF,SAN,1,0,0,85
2001,11,3,6,UA,ORD,GSO,2,4,12,108
1998,8,9,7,DL,SDF,CVG,3,65,65,40
1994,12,18,7,CO,EWR,BOS,2,7,14,90
1990,3,6,2,NW,MEM,SAT,2,60,58,113
2003,7,2,3,WN,TUS,ABQ,2,0,1,61
2008,3,25,2,F9,DCA,DEN,1,7,22,267
1999,7,19,1,AA,BNA,ORD,2,2,13,105
2006,10,15,7,NW,DTW,MKE,2,0,7,75
2000,6,22,4,UA,GRR,ORD,3,0,16,70
2005,8,13,6,WN,LAS,SEA,2,0,3,148
1989,7,7,5,DL,JAN,CVG,1,0,8,107
1996,8,6,2,UA,SAN,LAX,1,6,1,43
1988,2,1,1,PS,SAN,SJC,1,0,2,83
1995,6,15,4,DL,SDF,CVG,3,5,2,40
1992,11,19,4,CO,DEN,IAH,2,14,44,170
1990,12,3,1,UA,BOS,ORD,3,28,9,151
2002,12,21,6,CO,BOS,IAH,1,2,1,262
2006,2,15,3,WN,RNO,SEA,3,25,15,95
2006,2,17,5,WN,OKC,MCI,2,10,5,55
1990,8,13,1,CO,COS,DEN,1,0,1,37
2006,8,15,2,OH,CVG,DEN,1,0,5,180
2000,2,24,4,AA,BOS,ORD,3,28,33,175
2004,6,29,2,WN,DAL,IAH,2,20,28,68
1988,8,24,3,US,PHL,BOS,3,27,58,104
1996,8,19,1,NW,MSP,MKE,3,4,13,74
1990,7,14,6,HP,RNO,PDX,2,14,13,79
1993,1,26,2,DL,SJU,ATL,2,0,11,236
1998,2,22,7,WN,PHX,HOU,3,31,8,117
2008,11,21,5,AA,ORD,BOS,2,36,29,128
1997,3,7,5,UA,ORD,PHL,3,0,0,111
1991,1,11,5,NW,MCI,DTW,2,25,19,96
1987,10,23,5,AA,SEA,ORD,1,1,6,232
1998,5,4,1,WN,OKC,DAL,3,0,0,45
1994,8,4,4,NW,MEM,MKE,3,1,2,100
1992,8,24,1,HP,LAS,STL,0,24,12,180
1999,12,1,3,US,PIT,MDT,2,26,40,64
