Gender,Year,Major,GPA,FamilyIncome,Age,NoOfCourses,Country,Id
F,3,PHY,4.0,65000,21,5,CHN,5618
M,3,ME,2.6,110000,23,2,GER,5619
M,2,STAT,1.4,115000,22,3,SPAIN,5620
M,1,MATH,1,265000,19,3,FRANCE,5621
M,4,STAT,3.4,75000,22,3,JPN,5622
F,4,CS,4,60000,24,4,SPAIN,5623
M,2,ECE,2.4,70000,22,6,FRANCE,5624
M,1,ECE,3.1999999999999997,135000,20,3,AUS,5625
F,3,MATH,2.4,305000,23,3,FRANCE,5626
M,3,PHY,3.6,95000,21,3,CHN,5627
M,1,ECE,3.1999999999999997,135000,21,3,BRAZIL,5628
M,2,CS,1.7999999999999998,300000,20,4,KOR,5629
F,2,CS,2.6,115000,22,3,JPN,5630
M,4,CS,4,30000,22,6,US,5631
F,3,MATH,1.7999999999999998,350000,22,6,RUSSIAN,5632
M,4,PHY,3.4,75000,23,3,FRANCE,5633
M,1,CS,2.2,90000,20,6,SPAIN,5634
M,3,ME,2.2,80000,23,4,GER,5635
M,2,STAT,1.4,115000,22,3,AUS,5636
M,2,CHEM,1,70000,21,6,ENG,5637
M,1,MATH,1,295000,21,5,IND,5638
M,4,ECE,2.4000000000000004,60000,22,4,BRAZIL,5639
F,2,CHEM,1.2,100000,21,4,AUS,5640
M,3,CHEM,1,335000,23,5,KOR,5641
M,4,ECE,2.0,30000,23,6,JPN,5642
M,4,CS,4,30000,22,6,SPAIN,5643
F,3,ME,2.4,95000,23,3,CANADA,5644
F,1,PHY,1,135000,20,3,JPN,5645
M,3,ME,3.6,95000,22,3,CHN,5646
F,2,STAT,3.0,85000,20,5,CHN,5647
F,2,STAT,1,70000,21,6,RUSSIAN,5648
M,3,MATH,2.4,305000,23,3,ENG,5649
F,1,MATH,1.4,250000,19,2,CHN,5650
F,1,MATH,1,250000,21,2,BRAZIL,5651
F,2,CHEM,2.4,130000,20,2,CHN,5652
M,3,PHY,3.4,110000,23,2,CHN,5653
F,1,ECE,3.4,150000,19,2,CANADA,5654
M,3,CS,3.6,95000,23,3,SPAIN,5655
F,3,ME,2.6,110000,21,2,GER,5656
F,4,ECE,2.4000000000000004,60000,23,4,GER,5657
F,4,CS,4,30000,24,6,ENG,5658
M,4,PHY,3.0,45000,24,5,BRAZIL,5659
F,1,MATH,1,265000,19,3,US,5660
M,2,ECE,2.4,70000,22,6,AUS,5661
M,3,ECE,2.8,95000,21,3,BRAZIL,5662
F,1,ECE,3.4,150000,21,2,THAILAND,5663
F,2,CS,1.7999999999999998,315000,21,5,KOR,5664
F,2,PHY,1.7999999999999998,315000,21,5,KOR,5665
M,3,MATH,2.0,335000,21,5,THAILAND,5666
F,2,PHY,1.4,115000,22,3,JPN,5667
M,4,CS,4,45000,22,5,SPAIN,5668
F,4,PHY,3.6,90000,23,2,RUSSIAN,5669
F,1,ECE,2.8,105000,19,5,US,5670
M,1,CHEM,2.8,280000,21,4,KOR,5671
M,1,CS,2.8,280000,19,4,KOR,5672
M,2,ME,1,70000,21,6,SPAIN,5673
F,4,CS,4,60000,22,4,BRAZIL,5674
M,3,PHY,2.6,110000,21,2,THAILAND,5675
M,2,PHY,1,85000,20,5,US,5676
M,2,ME,1.2,100000,20,4,THAILAND,5677
F,1,CS,2.2,90000,21,6,JPN,5678
M,2,CHEM,1,85000,20,5,IND,5679
F,1,CS,1.4,150000,21,2,JPN,5680
M,4,STAT,2.8,30000,23,6,FRANCE,5681
F,1,CS,2.0,105000,21,5,ENG,5682
M,4,CS,4,90000,24,2,BRAZIL,5683
F,2,MATH,1.4,285000,20,3,JPN,5684
M,3,CHEM,2.4,95000,21,3,THAILAND,5685
M,4,CS,4,90000,24,2,JPN,5686
F,2,MATH,1,330000,21,6,IND,5687
M,3,CHEM,4,50000,22,6,CHN,5688
M,1,PHY,2.8,265000,20,3,KOR,5689
F,3,CS,3.6,95000,21,3,RUSSIAN,5690
F,3,PHY,2.4,95000,23,3,US,5691
F,1,ECE,2.8,105000,21,5,SPAIN,5692
M,1,CHEM,1,120000,21,4,THAILAND,5693
F,1,ME,1,90000,20,6,JPN,5694
M,3,PHY,3.6,95000,21,3,CHN,5695
F,4,ME,1,325000,24,3,KOR,5696
M,1,PHY,2.8,265000,20,3,KOR,5697
F,2,ECE,2.8,100000,20,4,US,5698
M,1,MATH,2.8,295000,19,5,KOR,5699
F,2,MATH,1,315000,20,5,THAILAND,5700
M,2,MATH,1.4,285000,21,3,CANADA,5701
M,1,ECE,2.5999999999999996,90000,21,6,AUS,5702
M,3,ME,2.2,80000,23,4,JPN,5703
M,3,MATH,2.6,290000,22,2,IND,5704
F,2,CS,2.4,130000,21,2,RUSSIAN,5705
M,4,PHY,3.6,90000,24,2,US,5706
M,1,ME,1,120000,21,4,GER,5707
F,1,ME,1,90000,20,6,JPN,5708
F,4,ME,3.2,60000,24,4,ENG,5709
F,4,ECE,2.8000000000000003,90000,23,2,AUS,5710
F,1,PHY,1,120000,20,4,US,5711
F,4,PHY,3.4,75000,22,3,SPAIN,5712
F,2,ME,1.2,100000,20,4,IND,5713
F,3,CHEM,2.6,110000,21,2,BRAZIL,5714
M,3,CHEM,2.6,110000,23,2,JPN,5715
M,3,STAT,2.6,110000,21,2,SPAIN,5716
M,4,ECE,1,325000,22,3,KOR,5717
M,2,STAT,3.0,85000,21,5,CHN,5718
M,3,ME,2.2,80000,23,4,FRANCE,5719
M,4,MATH,2.8,370000,23,6,AUS,5720
F,1,CS,1.8,120000,19,4,CANADA,5721
M,4,PHY,1,310000,22,2,KOR,5722
F,3,PHY,2.2,80000,22,4,SPAIN,5723
M,2,MATH,1.4,285000,22,3,SPAIN,5724
M,2,ME,1.4,115000,20,3,AUS,5725
M,2,CS,2.6,115000,22,3,IND,5726
F,1,MATH,1,310000,20,6,US,5727
F,4,PHY,2.8,30000,24,6,AUS,5728
M,4,ME,3.6,90000,24,2,IND,5729
F,2,MATH,1,330000,21,6,FRANCE,5730
M,2,CS,2.4,130000,21,2,THAILAND,5731
F,3,CS,1,350000,21,6,KOR,5732
M,4,PHY,2.8,30000,23,6,AUS,5733
M,4,CS,4,30000,24,6,CANADA,5734
F,4,PHY,2.8,30000,22,6,CANADA,5735
F,3,MATH,1.7999999999999998,350000,23,6,RUSSIAN,5736
M,4,PHY,3.2,60000,22,4,IND,5737
M,4,STAT,1,325000,22,3,KOR,5738
F,2,ME,1,70000,22,6,BRAZIL,5739
F,3,MATH,2.6,290000,23,2,US,5740
F,1,CHEM,1,150000,21,2,THAILAND,5741
M,1,MATH,1,265000,19,3,CANADA,5742
M,4,STAT,3.0,45000,22,5,THAILAND,5743
F,1,CS,1.8,120000,21,4,ENG,5744
F,1,ECE,3.4,150000,20,2,THAILAND,5745
M,4,CS,1,340000,24,4,KOR,5746
F,2,ME,1,70000,22,6,CANADA,5747
M,1,ECE,4,150000,21,2,CHN,5748
M,2,PHY,1.7999999999999998,300000,22,4,KOR,5749
F,1,CS,2.2,90000,21,6,CANADA,5750
M,4,ECE,2.0,30000,24,6,AUS,5751
M,3,PHY,3.6,95000,21,3,CHN,5752
M,4,STAT,3.2,60000,24,4,BRAZIL,5753
F,1,CHEM,2.8,280000,21,4,KOR,5754
F,3,CHEM,2.2,80000,21,4,US,5755
F,1,CHEM,2.8,265000,20,3,KOR,5756
F,3,CS,3.6,95000,21,3,FRANCE,5757
M,1,CHEM,1,135000,21,3,CANADA,5758
M,4,CS,4,90000,22,2,JPN,5759
M,3,STAT,1.7999999999999998,50000,21,6,JPN,5760
M,2,CHEM,1.2,100000,21,4,RUSSIAN,5761
F,4,CHEM,3.2,60000,23,4,GER,5762
F,2,ME,1.6,130000,21,2,US,5763
M,4,CHEM,2.8,30000,24,6,BRAZIL,5764
M,1,ECE,2.5999999999999996,90000,21,6,THAILAND,5765
F,4,STAT,3.2,60000,24,4,RUSSIAN,5766
M,2,ECE,4.0,130000,21,2,CHN,5767
M,1,ME,2.8,265000,21,3,KOR,5768
F,1,MATH,1,265000,19,3,US,5769
M,3,MATH,2.4,305000,21,3,CANADA,5770
M,4,ECE,2.6,75000,23,3,BRAZIL,5771
F,2,CS,2.6,115000,22,3,AUS,5772
F,2,MATH,1,315000,22,5,BRAZIL,5773
M,1,ME,1,105000,19,5,FRANCE,5774
F,4,ECE,2.2,45000,22,5,SPAIN,5775
M,3,STAT,2.0,65000,21,5,BRAZIL,5776
M,1,ME,1,135000,21,3,THAILAND,5777
F,3,MATH,2.6,290000,23,2,BRAZIL,5778
F,2,PHY,1.6,130000,21,2,BRAZIL,5779
M,4,ECE,2.2,45000,22,5,BRAZIL,5780
M,2,ME,1,85000,22,5,SPAIN,5781
F,2,PHY,1.6,130000,22,2,US,5782
M,4,ME,3.2,60000,22,4,SPAIN,5783
F,4,PHY,3.6,90000,22,2,CANADA,5784
F,2,MATH,1.2,300000,20,4,RUSSIAN,5785
F,3,CHEM,2.6,110000,23,2,IND,5786
F,4,CS,4,45000,24,5,AUS,5787
M,4,ECE,2.8000000000000003,90000,24,2,US,5788
M,3,PHY,2.4,95000,23,3,JPN,5789
F,2,STAT,1.6,130000,20,2,AUS,5790
F,4,ECE,2.2,45000,23,5,RUSSIAN,5791
F,1,ME,1,120000,20,4,FRANCE,5792
M,4,CS,4,45000,23,5,JPN,5793
F,2,ME,1.6,130000,20,2,THAILAND,5794
M,4,CHEM,2.8,30000,23,6,US,5795
F,4,MATH,4,340000,23,4,CHN,5796
F,4,CS,4,45000,22,5,CANADA,5797
F,1,STAT,1,150000,19,2,RUSSIAN,5798
M,1,ME,2.8,280000,21,4,KOR,5799
M,3,ME,2.6,110000,22,2,IND,5800
M,1,ECE,2.8,105000,20,5,JPN,5801
F,1,ME,1,135000,20,3,FRANCE,5802
M,2,ME,1,85000,20,5,FRANCE,5803
F,1,MATH,1,295000,21,5,IND,5804
M,1,CS,2.8,250000,19,2,KOR,5805
M,2,ME,1,70000,21,6,JPN,5806
F,2,MATH,1.4,285000,21,3,BRAZIL,5807
M,2,MATH,1.2,300000,20,4,ENG,5808
M,2,ME,1,85000,20,5,FRANCE,5809
M,1,CS,1.6,135000,21,3,FRANCE,5810
F,3,PHY,2.6,110000,23,2,IND,5811
F,4,STAT,1,325000,22,3,KOR,5812
M,2,MATH,1,315000,22,5,AUS,5813
F,2,MATH,1.2,300000,22,4,JPN,5814
F,1,MATH,1,295000,21,5,BRAZIL,5815
F,2,CHEM,1,70000,20,6,CANADA,5816
M,3,CHEM,1.7999999999999998,50000,22,6,IND,5817
F,2,MATH,1.6,270000,20,2,BRAZIL,5818
F,1,ECE,3.1999999999999997,135000,19,3,RUSSIAN,5819
M,2,STAT,1,85000,22,5,AUS,5820
F,1,MATH,1,250000,20,2,US,5821
F,3,CS,3.6,95000,21,3,JPN,5822
M,1,CS,2.2,90000,21,6,JPN,5823
M,1,PHY,1,150000,19,2,CANADA,5824
M,2,CHEM,3.0,85000,20,5,CHN,5825
M,1,CS,2.0,105000,21,5,ENG,5826
F,3,CHEM,2.0,65000,23,5,FRANCE,5827
M,1,ME,1,135000,20,3,SPAIN,5828
F,2,ECE,2.6,85000,20,5,RUSSIAN,5829
F,4,CS,4,90000,22,2,IND,5830
F,1,CHEM,1,90000,19,6,IND,5831
F,2,MATH,1,330000,22,6,BRAZIL,5832
F,4,PHY,4,45000,23,5,CHN,5833
M,2,CS,2.4,130000,22,2,US,5834
F,4,ECE,2.6,75000,24,3,GER,5835
M,1,ME,1,120000,21,4,CANADA,5836
F,2,MATH,1.6,270000,21,2,AUS,5837
F,4,CS,4,30000,22,6,JPN,5838
M,1,ECE,3.4,150000,19,2,FRANCE,5839
F,4,MATH,2.8,370000,23,6,IND,5840
F,3,CS,3.8,80000,22,4,SPAIN,5841
M,4,CHEM,3.2,60000,24,4,THAILAND,5842
M,4,PHY,1,325000,22,3,KOR,5843
F,2,PHY,3.0,85000,21,5,CHN,5844
F,2,CS,2.6,115000,22,3,ENG,5845
M,3,ECE,2.4,65000,22,5,JPN,5846
M,3,PHY,2.6,110000,22,2,SPAIN,5847
F,1,MATH,1,295000,21,5,FRANCE,5848
F,2,ECE,3.2,130000,22,2,AUS,5849
F,1,ME,1,150000,19,2,RUSSIAN,5850
F,3,STAT,3.4,110000,21,2,CHN,5851
M,4,STAT,3.2,60000,24,4,BRAZIL,5852
M,3,ECE,2.8,95000,22,3,CANADA,5853
M,4,ME,3.2,60000,23,4,JPN,5854
F,3,MATH,2.6,290000,21,2,BRAZIL,5855
F,3,PHY,2.4,95000,22,3,SPAIN,5856
M,2,ECE,2.6,85000,22,5,JPN,5857
M,4,PHY,3.4,75000,24,3,SPAIN,5858
F,3,STAT,3.6,95000,22,3,CHN,5859
M,4,CHEM,2.8,30000,24,6,JPN,5860
F,3,CHEM,2.4,95000,23,3,JPN,5861
F,1,MATH,1,310000,21,6,GER,5862
F,2,PHY,1,85000,22,5,FRANCE,5863
M,1,CS,1.4,150000,21,2,THAILAND,5864
M,2,CHEM,1,70000,20,6,FRANCE,5865
F,2,PHY,1,85000,20,5,SPAIN,5866
M,1,ECE,3.4,150000,21,2,AUS,5867
F,3,CHEM,2.0,65000,22,5,THAILAND,5868
F,3,ECE,2.8,95000,23,3,US,5869
M,4,MATH,3.4,325000,23,3,US,5870
F,1,CHEM,1,120000,20,4,SPAIN,5871
M,4,STAT,3.0,45000,24,5,ENG,5872
F,3,MATH,3.8,320000,22,4,CHN,5873
M,3,PHY,2.4,95000,22,3,THAILAND,5874
F,2,CHEM,1,70000,21,6,AUS,5875
M,1,ME,1,150000,19,2,FRANCE,5876
M,3,MATH,1,290000,21,2,KOR,5877
F,1,ECE,3.1999999999999997,135000,19,3,IND,5878
M,2,CHEM,1.6,130000,22,2,ENG,5879
F,4,STAT,3.2,60000,23,4,FRANCE,5880
F,4,CS,4,45000,23,5,US,5881
F,1,ME,1,90000,20,6,ENG,5882
F,1,ME,1,120000,21,4,GER,5883
M,1,MATH,1,265000,21,3,GER,5884
M,1,CS,1.6,135000,19,3,JPN,5885
M,4,ECE,2.0,30000,22,6,CANADA,5886
F,2,MATH,1.6,270000,21,2,BRAZIL,5887
F,2,PHY,1,70000,21,6,ENG,5888
F,2,CS,3.2,70000,20,6,GER,5889
M,4,ME,2.8,30000,24,6,US,5890
M,1,CHEM,1.4,150000,20,2,CHN,5891
M,3,STAT,4.0,65000,23,5,CHN,5892
M,2,STAT,1.2,100000,22,4,AUS,5893
M,3,STAT,3.6,95000,21,3,CHN,5894
F,4,STAT,2.8,30000,23,6,JPN,5895
M,1,CHEM,1,120000,21,4,GER,5896
F,4,ECE,4,30000,23,6,CHN,5897
F,1,MATH,1,310000,21,6,RUSSIAN,5898
M,3,STAT,2.4,95000,21,3,FRANCE,5899
M,1,ECE,3.0,120000,20,4,CANADA,5900
F,4,CS,4,45000,22,5,SPAIN,5901
F,4,CS,4,45000,22,5,US,5902
F,2,CS,3.0,85000,21,5,THAILAND,5903
F,1,MATH,1.4,250000,19,2,CHN,5904
F,3,PHY,1.7999999999999998,50000,22,6,JPN,5905
M,2,STAT,1.7999999999999998,270000,21,2,KOR,5906
M,2,ME,1,70000,20,6,CANADA,5907
M,4,MATH,3.2,340000,23,4,RUSSIAN,5908
M,1,STAT,1,120000,19,4,FRANCE,5909
M,2,ECE,2.4,70000,20,6,CANADA,5910
M,4,MATH,3.6,310000,23,2,RUSSIAN,5911
F,3,CS,3.8,80000,22,4,US,5912
F,1,MATH,1,310000,19,6,JPN,5913
F,4,CS,4,75000,24,3,SPAIN,5914
F,4,STAT,3.6,90000,22,2,GER,5915
F,4,PHY,3.4,75000,23,3,BRAZIL,5916
F,1,ME,1,120000,21,4,IND,5917
F,4,CS,4,45000,23,5,SPAIN,5918
M,4,PHY,3.0,45000,22,5,ENG,5919
F,3,ECE,2.4,65000,23,5,US,5920
F,3,ECE,2.8,95000,23,3,SPAIN,5921
F,3,STAT,2.4,95000,21,3,THAILAND,5922
F,2,STAT,1.6,130000,22,2,ENG,5923
M,2,CS,3.0,85000,21,5,JPN,5924
F,3,PHY,2.0,65000,23,5,THAILAND,5925
M,4,ME,3.2,60000,22,4,GER,5926
M,4,ME,3.6,90000,22,2,RUSSIAN,5927
F,2,PHY,1,70000,22,6,GER,5928
F,4,PHY,1,370000,24,6,KOR,5929
F,3,PHY,2.2,80000,23,4,FRANCE,5930
F,1,ECE,3.0,120000,20,4,IND,5931
M,3,ECE,3.0,110000,21,2,US,5932
M,4,PHY,3.6,90000,23,2,BRAZIL,5933
F,1,STAT,1,135000,19,3,JPN,5934
F,3,STAT,2.4,95000,21,3,ENG,5935
M,1,ECE,4,150000,21,2,CHN,5936
M,3,STAT,4.0,65000,21,5,CHN,5937
M,1,PHY,1,150000,19,2,JPN,5938
M,4,PHY,3.0,45000,24,5,BRAZIL,5939
F,4,STAT,3.4,75000,24,3,RUSSIAN,5940
M,3,ME,2.4,95000,22,3,RUSSIAN,5941
M,2,MATH,1,330000,21,6,AUS,5942
M,4,STAT,1,370000,24,6,KOR,5943
M,2,CS,3.2,70000,22,6,IND,5944
F,2,STAT,1.4,115000,20,3,FRANCE,5945
M,3,ME,1.7999999999999998,50000,21,6,US,5946
F,1,PHY,1,105000,19,5,THAILAND,5947
M,3,CS,1,320000,23,4,KOR,5948
F,4,MATH,4,325000,22,3,CHN,5949
F,1,MATH,1,265000,20,3,FRANCE,5950
F,1,CHEM,1,120000,20,4,CANADA,5951
M,3,ME,2.6,110000,21,2,GER,5952
F,3,ECE,2.1999999999999997,50000,22,6,ENG,5953
M,4,ECE,2.8000000000000003,90000,23,2,GER,5954
F,1,ME,1,120000,19,4,IND,5955
M,3,ME,1.7999999999999998,50000,22,6,RUSSIAN,5956
M,2,ME,1.4,115000,22,3,IND,5957
M,3,CS,4.0,65000,21,5,CHN,5958
M,4,ME,3.4,75000,23,3,CANADA,5959
F,3,CHEM,2.2,80000,22,4,FRANCE,5960
M,4,CHEM,4,45000,22,5,CHN,5961
M,2,CHEM,1.4,115000,20,3,RUSSIAN,5962
M,1,ME,1,120000,21,4,US,5963
M,3,MATH,1.7999999999999998,350000,22,6,FRANCE,5964
F,4,ECE,2.8000000000000003,90000,22,2,THAILAND,5965
M,2,MATH,1,315000,21,5,ENG,5966
F,2,CS,1.7999999999999998,315000,20,5,KOR,5967
M,4,STAT,3.6,90000,22,2,FRANCE,5968
F,1,STAT,1,135000,20,3,US,5969
F,3,ECE,2.4,65000,22,5,US,5970
M,4,ECE,2.4000000000000004,60000,24,4,BRAZIL,5971
M,3,CS,4.0,65000,23,5,CANADA,5972
M,1,STAT,1,135000,19,3,IND,5973
M,4,ME,4,75000,22,3,CHN,5974
F,1,PHY,1,105000,19,5,THAILAND,5975
M,4,STAT,3.6,90000,24,2,US,5976
M,4,CHEM,3.4,75000,22,3,THAILAND,5977
M,2,MATH,1.4,285000,20,3,ENG,5978
F,1,CS,2.8,265000,19,3,KOR,5979
F,2,PHY,1.2,100000,20,4,ENG,5980
M,2,CS,2.6,115000,21,3,ENG,5981
M,2,CS,3.0,85000,20,5,CANADA,5982
F,4,ECE,2.4000000000000004,60000,22,4,ENG,5983
F,3,ECE,2.5999999999999996,80000,22,4,JPN,5984
M,3,STAT,2.4,95000,22,3,ENG,5985
M,1,CHEM,1,135000,21,3,IND,5986
F,1,CHEM,1,105000,21,5,AUS,5987
M,2,CS,2.6,115000,22,3,THAILAND,5988
M,2,CHEM,1.2,100000,20,4,CANADA,5989
F,1,ECE,2.5999999999999996,90000,21,6,RUSSIAN,5990
F,4,MATH,3.6,310000,24,2,ENG,5991
F,4,PHY,3.2,60000,22,4,CANADA,5992
M,2,STAT,1.6,130000,21,2,JPN,5993
F,4,MATH,2.8,370000,22,6,AUS,5994
M,4,PHY,3.6,90000,22,2,CANADA,5995
F,3,STAT,2.6,110000,22,2,ENG,5996
M,1,STAT,1,120000,19,4,CANADA,5997
M,3,PHY,2.0,65000,22,5,ENG,5998
F,2,PHY,1.4,115000,20,3,FRANCE,5999
F,2,PHY,1.4,115000,22,3,US,6000
M,2,STAT,1.6,130000,20,2,FRANCE,6001
F,4,STAT,3.0,45000,23,5,BRAZIL,6002
F,2,CHEM,1,85000,20,5,RUSSIAN,6003
M,4,PHY,3.0,45000,24,5,IND,6004
F,1,MATH,1,250000,20,2,BRAZIL,6005
F,4,ECE,2.4000000000000004,60000,23,4,FRANCE,6006
F,4,CHEM,2.8,30000,23,6,THAILAND,6007
F,1,CHEM,1,135000,21,3,FRANCE,6008
M,2,ECE,2.8,100000,22,4,ENG,6009
M,3,STAT,2.4,95000,22,3,IND,6010
F,1,ME,1,150000,21,2,US,6011
M,4,ECE,2.2,45000,22,5,CANADA,6012
M,4,CS,4,45000,22,5,THAILAND,6013
F,4,CHEM,3.0,45000,22,5,THAILAND,6014
F,2,CS,3.0,85000,21,5,SPAIN,6015
F,3,MATH,2.0,335000,21,5,FRANCE,6016
F,2,MATH,1.4,285000,21,3,CANADA,6017
F,2,ME,1.6,130000,20,2,US,6018
F,4,CHEM,3.2,60000,23,4,AUS,6019
M,4,MATH,3.6,310000,23,2,GER,6020
M,2,ECE,2.8,100000,20,4,THAILAND,6021
F,1,CS,1.6,135000,19,3,CANADA,6022
M,4,CHEM,3.6,90000,23,2,US,6023
F,1,PHY,1,120000,19,4,US,6024
M,4,ECE,2.4000000000000004,60000,22,4,CANADA,6025
F,2,CHEM,1.7999999999999998,270000,20,2,KOR,6026
M,1,ECE,3.0,120000,19,4,FRANCE,6027
M,2,CHEM,1.4,115000,22,3,IND,6028
F,1,ECE,3.0,120000,19,4,SPAIN,6029
F,2,CS,3.2,70000,21,6,BRAZIL,6030
M,1,PHY,1.8,120000,20,4,CHN,6031
M,4,STAT,3.2,60000,24,4,BRAZIL,6032
F,2,MATH,1.4,285000,22,3,FRANCE,6033
M,3,PHY,1,320000,21,4,KOR,6034
F,3,PHY,2.4,95000,21,3,SPAIN,6035
M,1,CHEM,1,90000,21,6,FRANCE,6036
F,1,PHY,2.8,295000,19,5,KOR,6037
M,1,ECE,2.5999999999999996,90000,21,6,ENG,6038
F,2,ME,1.6,130000,20,2,JPN,6039
F,2,PHY,1.6,130000,21,2,ENG,6040
M,3,PHY,1.7999999999999998,50000,21,6,RUSSIAN,6041
M,2,ME,1.2,100000,21,4,BRAZIL,6042
F,1,CHEM,2.8,310000,20,6,KOR,6043
M,2,CHEM,1.6,130000,21,2,SPAIN,6044
F,1,STAT,2.8,310000,19,6,KOR,6045
M,2,CS,2.8,100000,21,4,JPN,6046
F,4,ME,3.4,75000,24,3,SPAIN,6047
M,1,CHEM,1,135000,20,3,RUSSIAN,6048
F,3,CHEM,1,290000,21,2,KOR,6049
M,3,PHY,4.0,65000,22,5,CHN,6050
F,2,CHEM,1.4,115000,22,3,AUS,6051
F,1,PHY,1.4,150000,21,2,CHN,6052
F,1,CHEM,1,120000,19,4,THAILAND,6053
F,1,CS,2.2,90000,20,6,JPN,6054
F,1,CHEM,2.2,90000,19,6,CHN,6055
F,2,CS,3.2,70000,20,6,SPAIN,6056
F,1,ME,1,105000,19,5,CANADA,6057
M,1,STAT,1,150000,19,2,ENG,6058
M,1,MATH,1,265000,19,3,IND,6059
M,2,STAT,1.4,115000,21,3,JPN,6060
M,4,STAT,3.0,45000,23,5,SPAIN,6061
F,4,CHEM,4,45000,22,5,CHN,6062
M,3,PHY,2.2,80000,21,4,ENG,6063
M,1,PHY,1,150000,21,2,RUSSIAN,6064
F,4,ME,2.8,30000,24,6,GER,6065
F,1,CHEM,1,150000,19,2,FRANCE,6066
F,3,PHY,2.4,95000,21,3,RUSSIAN,6067
M,3,PHY,2.6,110000,22,2,AUS,6068
F,2,PHY,1.6,130000,22,2,IND,6069
M,4,CS,4,75000,23,3,FRANCE,6070
M,1,CS,1.8,120000,20,4,CANADA,6071
M,1,CHEM,1,135000,19,3,GER,6072
M,1,PHY,1,105000,20,5,SPAIN,6073
F,4,MATH,3.0,355000,22,5,RUSSIAN,6074
F,1,CHEM,1,135000,19,3,SPAIN,6075
M,4,ECE,1,355000,22,5,KOR,6076
F,4,MATH,3.2,340000,24,4,RUSSIAN,6077
M,1,ECE,2.8,105000,20,5,ENG,6078
F,2,MATH,1.6,270000,20,2,US,6079
F,3,CHEM,1.7999999999999998,50000,22,6,JPN,6080
M,4,CS,4,30000,24,6,ENG,6081
M,4,STAT,3.0,45000,24,5,THAILAND,6082
M,3,CS,3.6,95000,22,3,US,6083
M,4,PHY,3.2,60000,23,4,GER,6084
M,1,CS,2.0,105000,21,5,FRANCE,6085
F,3,CHEM,2.0,65000,21,5,CANADA,6086
F,3,STAT,2.0,65000,23,5,AUS,6087
F,2,ECE,2.4,70000,22,6,AUS,6088
F,1,MATH,1,265000,21,3,RUSSIAN,6089
F,4,ECE,4,30000,22,6,CHN,6090
F,2,ECE,3.2,130000,22,2,FRANCE,6091
F,3,PHY,2.4,95000,23,3,JPN,6092
M,2,ECE,2.8,100000,20,4,SPAIN,6093
F,3,PHY,2.2,80000,23,4,ENG,6094
F,4,ECE,2.0,30000,23,6,FRANCE,6095
F,2,MATH,3.2,330000,20,6,CHN,6096
M,1,PHY,1,135000,21,3,US,6097
F,3,CS,3.8,80000,22,4,ENG,6098
F,2,STAT,1.2,100000,20,4,GER,6099
F,4,CHEM,2.8,30000,24,6,THAILAND,6100
M,2,MATH,1,315000,21,5,BRAZIL,6101
F,2,CHEM,1.4,115000,21,3,ENG,6102
M,3,ECE,2.1999999999999997,50000,22,6,FRANCE,6103
M,3,MATH,1.7999999999999998,350000,21,6,AUS,6104
F,2,CHEM,1,70000,20,6,THAILAND,6105
M,2,CHEM,1.2,100000,21,4,JPN,6106
M,1,ECE,2.5999999999999996,90000,19,6,IND,6107
M,4,MATH,2.8,370000,22,6,IND,6108
M,4,STAT,2.8,30000,23,6,CANADA,6109
M,2,STAT,2.6,115000,20,3,CHN,6110
F,1,STAT,2.8,250000,19,2,KOR,6111
F,3,STAT,2.4,95000,21,3,CANADA,6112
F,4,CS,1,340000,22,4,KOR,6113
M,2,CS,2.4,130000,22,2,JPN,6114
F,3,STAT,2.0,65000,23,5,IND,6115
F,1,STAT,1,120000,20,4,RUSSIAN,6116
F,3,PHY,2.4,95000,23,3,BRAZIL,6117
M,2,MATH,1.2,300000,21,4,THAILAND,6118
M,1,ME,2.8,310000,21,6,KOR,6119
F,3,CS,3.8,80000,21,4,SPAIN,6120
M,2,PHY,1.6,130000,20,2,AUS,6121
M,2,ME,1,85000,22,5,SPAIN,6122
F,4,ECE,2.8000000000000003,90000,22,2,RUSSIAN,6123
M,4,ME,3.6,90000,22,2,THAILAND,6124
M,3,STAT,1.7999999999999998,50000,23,6,THAILAND,6125
M,3,MATH,2.6,290000,22,2,JPN,6126
F,3,ME,2.0,65000,21,5,RUSSIAN,6127
M,2,ECE,3.0,115000,21,3,IND,6128
M,2,ECE,3.2,130000,22,2,ENG,6129
F,1,STAT,1,120000,19,4,BRAZIL,6130
M,4,CS,4,30000,22,6,US,6131
M,3,STAT,1.7999999999999998,50000,23,6,FRANCE,6132
M,3,MATH,1.7999999999999998,350000,21,6,US,6133
M,1,CHEM,1,90000,21,6,SPAIN,6134
F,3,ECE,2.4,65000,21,5,SPAIN,6135
M,2,PHY,1.2,100000,20,4,SPAIN,6136
F,3,ME,2.2,80000,23,4,GER,6137
F,2,PHY,1.7999999999999998,315000,22,5,KOR,6138
M,2,ECE,2.4,70000,20,6,SPAIN,6139
M,1,CS,1.8,120000,21,4,RUSSIAN,6140
F,4,STAT,3.2,60000,22,4,US,6141
M,4,CHEM,3.6,90000,24,2,ENG,6142
F,2,ME,1.4,115000,21,3,JPN,6143
F,1,MATH,1,280000,20,4,GER,6144
F,3,PHY,2.6,110000,21,2,AUS,6145
